essay,hours
61.6754974920745,10.6303372921189
69.5450056362295,7.28522617959232
48.2293039713449,5.05204775449098
70.6786516311817,2.88661436120476
59.8996225857332,9.54501229482367
61.1620237718455,11.3108384701452
67.6247016928604,7.46507180351913
64.7790589873963,8.47127906794298
63.207063456166,8.71537345316006
49.6910817003072,6.20347356947365
63.7189196026189,4.77251550782322
72.2425933666743,10.9815424018851
70.5862210579123,5.2215409766568
58.6398615751171,6.85848450383968
58.7153800614887,9.7984118965962
67.3999698058767,9.49072930246925
60.7037631406063,6.51736420324962
60.931351175695,11.8021326615165
62.3401801239333,8.96313112993931
59.9662288209405,5.42249029575092
52.1619843495503,6.40972025602273
76.5879640890472,15.0104773734972
60.9196973933278,8.07064211676739
66.6330159660378,10.9720986214915
73.6195367228337,14.7776461317624
60.2224731091917,5.2455561967939
59.257246898708,8.67216132385057
51.9302907572568,8.55546259639567
59.4301075638833,6.08144370899007
69.4087175381595,7.42190548469444
65.2986136310666,12.3137937416164
60.2838297249765,9.93443882388444
60.8535237978012,7.79529820172183
71.6333469504558,6.5627956116459
69.1407939072155,10.2828636303044
66.4753904156445,5.11639249646656
63.0477561140632,8.66268357519631
68.1678280737943,6.59320568183171
64.7480342462125,3.70537792316693
68.2804343717536,12.9178683539958
60.4052387002632,8.6962361085862
64.6313248038771,11.2150596156186
58.2594898681359,6.83244891007452
52.2352473953415,8.62308388223269
79.8777504975499,7.84368345377415
